title	content	tags	metadata
富文本编辑器|Rich Text Editor	富文本五要素：工具栏(格式按钮)、编辑区、占位符、内容输出(HTML/Markdown)、快捷键支持。工具栏分组清晰。	ui,编辑器,富文本,内容	style=principle
颜色选择器|Color Picker	颜色选择器四要素：色相条、饱和度/明度面板、输入框(HEX/RGB)、预设色板。复杂的可加透明度调节。	ui,颜色,选择器,设计工具	style=code
日期选择器|Date Picker	日期选择器三要素：触发器(显示当前选择)、日历面板、快捷选项(今天/昨天/本周)。范围选择需双日历面板。	ui,日期,选择器,表单	style=code
时间选择器|Time Picker	时间选择器三要素：小时/分钟/秒选择(滚轮或输入)、12/24小时制、当前时间显示。配合日期选择器使用。	ui,时间,选择器,表单	style=code
级联选择器|Cascader	级联选择器四要素：多级下拉、数据联动、路径显示、支持单选/多选。用于省市区、分类等层级数据。	ui,级联,选择器,层级	style=code
树形选择器|Tree Selector	树形选择器三要素：可折叠的树结构、勾选框(多选)、搜索过滤。用于组织结构、文件目录等。	ui,树形,选择器,层级	style=code
标签输入|Tag Input	标签输入三要素：标签展示区、输入框、添加/删除标签。回车或逗号确认添加，支持标签删除。	ui,标签,输入,表单	style=code
签名板|Signature Pad	签名板四要素：签名区域、清除按钮、输出图片、保存/取消操作。签名笔触需自然流畅。	ui,签名,表单,手写	style=code
评论区|Comment	评论区四要素：用户头像、用户名+时间、内容区、互动按钮(回复/点赞/举报)。嵌套回复需缩进显示层级。	ui,评论,社交,互动	style=principle
分享组件|Share	分享组件三要素：平台图标列表、链接复制、分享预览(图片+标题+描述)。社交平台图标需品牌正确用色。	ui,分享,社交,传播	style=code
二维码|QrCode	二维码四要素：生成内容(链接/文本)、尺寸设置、容错等级、输出格式(PNG/SVG)。需提供下载按钮。	ui,二维码,生成,交互	style=code
地理位置选择器|Location Picker	地理位置选择器三要素：地图展示、搜索框、确认按钮。支持定位当前、拖拽调整位置。	ui,地图,位置,选择器	style=code
文件预览|File Preview	文件预览四要素：文件图标(按类型区分)、文件名、文件信息(大小/日期)、操作按钮(下载/删除)。	ui,文件,预览,附件	style=code
帮助气泡|Help Tooltip	帮助气泡三要素：触发器(?)图标、气泡内容、显示位置(鼠标跟随或固定方位)。内容简洁，一两句话。	ui,帮助,提示,引导	style=code
公告栏|Announcement Bar	公告栏四要素：固定位置(顶部)、可关闭、内容文案、行动按钮(可选)。用于重要通知、促销活动。	ui,公告,通知,横幅	style=code
