title	content	tags	metadata
转身动作|Turn Animation	转身：头部先转→肩→胯→脚。转身角度越大，各部分延迟越明显。转身=重心的转移。	动作,转身,重心,分解	style=code
起立坐下|Stand & Sit	起立：重心前移→臀部离座→伸腿→直立。坐下：重心后移→弯曲膝盖→臀部落座。起立坐下=重心的升降。	动作,起立,坐下,重心	style=code
转头动作|Head Turn	转头：视线先转→眼睛→头部。转头角度大时，眼睛先到新方向。转头=兴趣点的转移。	动作,转头,视线,先导	style=code
手部动作|Hand Actions	手部动作：抓握(手指弯曲包裹)、释放(手指张开)、指向(食指伸出)、手势(配合语言)。手=人的第二表情。	动作,手部,手势,表情	style=code
表情动画|Facial Animation	表情动画：眼睛先动→眉毛→嘴型。表情变化有层次：微表情(眼)→情绪表情(眉眼嘴)→夸张表情(全脸)。	动作,表情,面部,情绪	style=code
口型同步|Lip Sync	口型同步：先听声音→拆分音节→对应口型→添加腮下巴动作。口型不必精确，暗示即可。	动作,口型,同步,语言	style=code
呼吸动作|Breathing Animation	呼吸动作：胸膛起伏→肩膀微动→腹部扩张。呼吸=生命的基础节奏，通常是无意识的次要动作。	动作,呼吸,节奏,生命	style=code
衣物动画|Cloth Animation	衣物动画：风吹(飘动)、角色运动(跟随+延迟+重叠)、静止(重力下垂)。衣物=运动的放大器。	动作,衣物,飘动,跟随	style=code
头发动画|Hair Animation	头发特点：轻/软/长→明显的跟随和延迟。头发运动=头部运动的信号放大器。	动作,头发,飘动,信号	style=code
尾巴动画|Tail Animation	尾巴动画：兴奋时快速摆动、警惕时缓慢、恐惧时夹起。尾巴=情绪的直观指示器。	动作,尾巴,情绪,动物	style=code
四足行走|Quadruped Walk	四足行走：经典规律是：对角线脚步同时落地(左前=右后，右前=左后)。身体有轻微起伏和扭转。	动作,四足,行走,对角线	style=code
四足奔跑|Quadruped Run	四足奔跑：腾空阶段+落地冲击，四足步伐比行走更快。对角线脚步规律相同。	动作,四足,奔跑,腾空	style=code
鸟类飞行|Bird Flight	鸟类飞行：翅膀上下拍打、身体起伏、滑翔时翅膀展开。飞行=最美的运动。	动作,鸟类,飞行,翅膀	style=code
鱼类游动|Fish Swimming	鱼类游动：身体S波传递、尾鳍推进、背鳍稳定。水中运动=流线型的艺术。	动作,鱼类,游泳,流线	style=code
弹性动画|Squash & Stretch in Motion	弹性动画：球体落地(挤压→反弹→拉伸→稳定)、果冻(摇晃/颤抖)。弹性=物质性的表达。	动作,弹性,变形,物质	style=code
循环动画|Looping Animation	循环动画：动作首尾相连可无限循环。行走/跑步/呼吸是最常见的循环动作。	动作,循环,重复,基础	style=code
反应动画|Reaction Animation	反应动画：被击中(停顿→夸张表情→倒下)、惊讶(全身僵住→后退)、疼痛(蜷缩)。反应=动作的延续。	动作,反应,戏剧,夸张	style=code
打击动画|Impact Animation	打击动画：出拳→加速→击中(停顿1-2帧)→对方反应。击中时的停顿=冲击力的视觉化。	动作,打击,冲击,停顿	style=code
飞行动画|Flight Animation	飞行动画：升力(翅膀下拍)、前进(身体倾斜)、转向(翅膀倾斜)、滑翔(翅膀展开)。飞行动作=自由的象征。	动作,飞行,升力,滑翔	style=code
格斗动画|Fight Animation	格斗动画：攻击(预备→出招→击中)、防御(格挡→后仰)、受击(冲击→后退)、翻滚(缩身→滚动→起身)。格斗=节奏的对抗。	动作,格斗,攻击,防御	style=code
舞蹈动画|Dance Animation	舞蹈动画：节拍感(与音乐同步)、姿态美(线条延伸)、情感表达(通过动作)、舞伴互动(呼应)。舞蹈=人体的诗歌。	动作,舞蹈,节奏,美感	style=code
自然现象|Natural Phenomena	自然现象动画：水(流动/波浪/滴落/喷溅)、火(摇曳/蔓延/爆发)、烟(飘散/卷曲)、云(缓慢移动/变形)。自然=最复杂的运动。	动作,自然,现象,复杂	style=code
机械运动|Mechanical Motion	机械运动特点：规律循环、无弹性、无预备、精准timing。齿轮/活塞/链条运动。机械=反生命。	动作,机械,规律,精准	style=code
角色待机|Idle Animation	待机动画：呼吸起伏、轻微摇摆、眨眼、头发/衣物微动、表情微变化。待机=静中的动，防止死寂。	动作,待机,呼吸,生命	style=code
角色死亡|Death Animation	死亡动画：生命消散(光芒渐失)、身体倒下(重力主导)、物体掉落(失去握力)。死亡=失去控制。	动作,死亡,倒下,消散	style=code
魔法特效|Magic Effects	魔法特效：光粒/光环/能量/传送门/咒语阵。魔法=打破物理规则的运动。	动作,魔法,特效,超自然	style=code
变身动画|Transformation Animation	变身动画：形态消散→粒子重组→新形态显现。或：身体变形→服装变化→细节补充。变身=身份的改变。	动作,变身,变形,身份	style=code
武器动作|Weapon Actions	武器动作：握持(手型匹配)、挥舞(弧线+跟随)、命中(冲击反馈)、收鞘(流畅滑动)。武器=身体的延伸。	动作,武器,挥舞,延伸	style=code
情绪动作|Emotional Motion	情绪动作：悲伤(下垂/蜷缩/缓慢)、愤怒(紧绷/颤抖/快速)、喜悦(跳跃/舒展/旋转)、恐惧(后退/颤抖/僵硬)。情绪=身体的语言。	动作,情绪,肢体,表演	style=code
