title	content	tags	metadata
反派塑造|Antagonist Creation	反派塑造三层次：外在对手(阻碍主角)、内在对手(自我怀疑)、象征对手(制度/社会/命运)。强力反派=反射镜。	剧本,反派,对手,冲突	style=principle
配角设计|Supporting Cast	配角三功能：服务主角(推动/对比/衬托)、服务主题(代表某种价值观)、服务故事(提供信息/工具)。每个角色出场需有理由。	剧本,配角,功能,设计	style=principle
场景写作|Scene Writing	场景六要素：地点、人物、目标、冲突、转折、情感变化。场景=戏剧的最小单位，每个场景必须有转变。	剧本,场景,结构,单位	style=principle
场景目标|Scene Objective	场景目标理论：每个场景主角想要什么？(目标)阻碍是什么？(冲突)结果？(成败)。场景无进展=水戏。	剧本,目标,冲突,进展	style=principle
次要情节|Subplot	次要情节四原则：与主线主题相关、影响主线结局、有限篇幅、不喧宾夺主。次要情节=主线的变奏/对比/深化。	剧本,次要情节,主题,层次	style=principle
戏剧冲突|Dramatic Conflict	冲突三层次：人与人(外在)、人与环境(自然/社会)、人与自我(内心)。真正好戏发生在内心冲突外化为行动。	剧本,冲突,戏剧性,张力	style=principle
节拍与场景| Beats & Scenes	节拍=态度/行动的小转变；场景=完整戏剧单元；序列=相关场景群；幕=序列群。层层递进的戏剧结构。	剧本,节拍,场景,层级	style=principle
结局设计|Resolution Design	结局五型：圆满式(问题解决)、开放式(留白思考)、悲剧式(牺牲/失败)、循环式(回到起点+改变)、反转式(颠覆预期)。结局需有情感满足。	剧本,结局,收尾,情感	format=list
开场与收尾|Opening & Closing	开场画面=负面/问题状态(与结尾形成对比)；结尾画面=正面/解决/新平衡。首尾呼应=叙事完整感。	剧本,开场,收尾,对比	style=principle
主题呈现|Theme Statement	主题呈现方式：不说教，通过人物选择和结果呈现。角色辩论主题(正反方)，但结局需表明立场。	剧本,主题,呈现,不说教	style=principle
故事核心|Story Core	故事核心问题：这个人想要什么？(目标)为什么现在要？(紧迫性)代价是什么？( stakes)。核心问题=叙事驱动力。	剧本,核心,目标,紧迫性	style=principle
第一页法则|First Page Rule	第一页需呈现：谁(人物)、在哪里(世界)、什么类型(基调)、什么味道(风格)。第一页=剧本的门面。	剧本,第一页,开场,类型	style=principle
页面节奏|Page Rhythm	节奏感：动作场景(短句/快节奏/多段对话)vs对话场景(稍长句/节奏放缓)。一页约等于一分钟。	剧本,节奏,页面,对话	style=principle
格式规范|Format Rules	剧本格式：场景标题(大写)、动作描述(现在时)、对话(居中+大写角色名)、括号(表演提示)。专业格式=专业态度。	剧本,格式,规范,专业	style=code
剧本医生| Script Doctor	剧本诊断五问：这个人物想要什么？观众为什么关心？第二幕的冲突够不够？为什么是现在？结局是否满足预期？	剧本,诊断,修改,自检	style=principle
